,Order Date,Product Name,Category,Region,Quantity,Sales,Profit
874,2022-08-14,Mouse,Accessories,North,9,3384,252.11
875,2022-01-01,Monitor,Accessories,South,8,1296,273.97
876,2024-07-25,Tablet,Electronics,West,8,2840,262.62
877,2024-08-22,Camera,Electronics,East,7,1540,342.93
878,2022-06-28,Camera,Electronics,West,2,1414,308.39
879,2023-04-26,Camera,Electronics,West,8,8328,466.38
880,2023-08-29,Camera,Electronics,North,2,744,217.21
881,2023-01-02,Mouse,Accessories,South,9,1773,168.01
882,2023-08-11,Smartphone,Electronics,East,7,6034,1018.37
883,2023-06-22,Smartphone,Electronics,South,9,756,99.21
884,2024-07-27,Monitor,Accessories,East,8,2256,468.52
885,2023-11-30,Monitor,Accessories,North,7,875,203.63
886,2024-11-26,Headphones,Accessories,South,4,1208,115.13
887,2023-08-15,Headphones,Accessories,South,2,352,54.19
888,2023-02-23,Printer,Office,West,6,4266,357.51
889,2022-03-26,Tablet,Electronics,North,7,1841,496.89
890,2024-07-27,Camera,Electronics,East,1,712,89.5
891,2024-03-23,Printer,Office,West,2,724,72.19
892,2024-12-09,Smartphone,Electronics,West,8,5832,662.72
893,2023-06-17,Keyboard,Accessories,South,6,4188,989.14
894,2023-09-21,Tablet,Electronics,West,1,392,50.7
895,2022-05-14,Laptop,Electronics,East,9,963,49.71
896,2024-04-13,Camera,Electronics,West,6,5706,319.46
897,2024-06-11,Headphones,Accessories,West,7,1365,312.04
898,2023-05-23,Headphones,Accessories,South,1,202,11.24
899,2023-12-24,Smartphone,Electronics,North,9,2430,613.67
900,2023-04-26,Monitor,Accessories,South,3,2670,515.39
901,2022-01-21,Tablet,Electronics,South,7,2758,520.66
902,2022-10-14,Monitor,Accessories,South,9,873,82.35
903,2023-08-23,Smartwatch,Electronics,West,9,7245,1410.92
904,2023-09-13,Camera,Electronics,North,4,960,255.24
905,2024-12-28,Smartwatch,Electronics,East,4,1284,171.02
906,2023-06-09,Mouse,Accessories,West,4,512,110.47
907,2022-07-10,Smartwatch,Electronics,South,9,9729,2039.41
908,2023-01-11,Camera,Electronics,North,5,1580,166.16
909,2023-07-26,Mouse,Accessories,East,8,976,234.24
910,2024-01-05,Printer,Office,North,8,1824,495.35
911,2023-05-08,Smartphone,Electronics,South,4,3188,202.81
912,2023-11-29,Camera,Electronics,East,7,5467,556.02
913,2024-09-05,Smartphone,Electronics,South,6,5406,1277.46
914,2024-08-08,Headphones,Accessories,East,8,2984,742.31
915,2023-04-12,Printer,Office,North,1,919,193.35
916,2023-08-18,Camera,Electronics,South,6,1686,426.72
917,2023-06-02,Laptop,Electronics,West,7,4165,493.24
918,2023-11-17,Smartphone,Electronics,West,7,1281,282.63
919,2024-06-17,Smartwatch,Electronics,East,3,2829,362.16
920,2024-04-06,Monitor,Accessories,West,3,2211,292.31
921,2024-12-18,Headphones,Accessories,East,4,4740,607.81
922,2023-12-09,Camera,Electronics,East,1,718,169.09
923,2022-10-10,Headphones,Accessories,North,6,1716,108.81
924,2024-04-22,Monitor,Accessories,South,7,1547,152.59
925,2022-06-14,Mouse,Accessories,North,1,739,111.18
926,2023-09-03,Laptop,Electronics,West,3,819,231.88
927,2023-12-19,Laptop,Electronics,South,8,5696,1156.3
928,2023-01-22,Monitor,Accessories,South,2,1706,184.71
929,2024-01-23,Camera,Electronics,North,2,2066,608.23
930,2024-06-07,Laptop,Electronics,North,2,256,35.66
931,2024-02-04,Smartphone,Electronics,North,2,1102,182.54
932,2024-08-31,Monitor,Accessories,North,8,2872,483.94
933,2024-11-11,Tablet,Electronics,East,4,2584,394.52
934,2024-07-27,Mouse,Accessories,North,2,1366,298.32
935,2024-05-11,Smartwatch,Electronics,South,7,1253,354.23
936,2023-03-24,Laptop,Electronics,West,7,2618,300.81
937,2022-09-22,Headphones,Accessories,East,9,6822,1811.37
938,2023-11-05,Keyboard,Accessories,East,6,5286,636.16
939,2024-06-13,Monitor,Accessories,North,1,579,133.57
940,2022-02-28,Laptop,Electronics,West,8,1392,190.99
941,2022-11-14,Laptop,Electronics,West,9,2493,696.69
942,2023-09-17,Smartphone,Electronics,North,7,6461,766.45
943,2022-08-17,Tablet,Electronics,East,2,1486,201.07
944,2023-05-14,Printer,Office,South,1,1152,280.28
945,2022-03-12,Smartwatch,Electronics,West,2,1750,103.99
946,2022-07-12,Smartphone,Electronics,West,7,4417,495.37
947,2024-07-05,Laptop,Electronics,South,4,3724,276.85
948,2023-06-16,Camera,Electronics,West,3,2220,121.14
949,2023-06-20,Monitor,Accessories,West,8,9104,2620.58
950,2024-08-08,Printer,Office,West,3,3093,584.23
951,2023-03-01,Headphones,Accessories,South,6,3048,842.24
952,2022-05-02,Smartphone,Electronics,North,1,161,36.58
953,2023-07-23,Monitor,Accessories,West,7,7238,1889.69
954,2024-03-30,Smartphone,Electronics,North,3,3561,347.31
955,2022-08-07,Monitor,Accessories,North,5,1850,534.39
956,2022-03-06,Mouse,Accessories,West,6,3522,626.72
957,2023-11-24,Smartwatch,Electronics,East,1,584,172.4
958,2023-08-31,Smartphone,Electronics,East,4,2556,412.44
959,2023-10-14,Smartphone,Electronics,South,2,348,56.31
960,2023-05-16,Monitor,Accessories,South,9,1602,142.49
961,2023-06-19,Monitor,Accessories,South,3,2853,437.59
962,2023-07-21,Printer,Office,West,1,1024,230.3
963,2022-03-20,Camera,Electronics,East,5,4485,1324.49
964,2023-08-06,Printer,Office,East,2,436,79.69
965,2024-10-21,Smartwatch,Electronics,North,2,2232,150.12
966,2022-08-14,Keyboard,Accessories,South,6,7056,1445.01
967,2022-03-15,Keyboard,Accessories,East,5,875,96.65
968,2022-02-01,Smartwatch,Electronics,East,3,315,61.94
969,2022-04-24,Laptop,Electronics,East,2,358,51.75
970,2023-03-23,Camera,Electronics,South,7,3451,194.42
971,2022-02-10,Laptop,Electronics,North,9,1350,189.13
972,2023-10-19,Tablet,Electronics,West,8,3320,413.32
973,2024-09-10,Mouse,Accessories,North,9,8442,940.33
974,2022-06-17,Keyboard,Accessories,South,1,166,31.97
975,2023-08-09,Mouse,Accessories,North,5,3720,448.6
976,2023-07-11,Laptop,Electronics,South,2,1090,136.65
977,2024-01-05,Laptop,Electronics,West,9,9783,2347.49
978,2022-09-22,Smartphone,Electronics,North,4,2432,657.18
979,2023-06-22,Mouse,Accessories,North,7,4060,291.42
980,2023-03-26,Smartwatch,Electronics,North,1,387,99.59
981,2023-08-11,Smartwatch,Electronics,North,3,966,120.56
982,2024-05-17,Tablet,Electronics,North,3,3366,882.29
983,2024-06-30,Monitor,Accessories,West,7,7833,1843.94
984,2023-04-09,Monitor,Accessories,West,1,610,33.55
985,2022-05-28,Smartwatch,Electronics,West,8,4288,597.09
986,2022-07-18,Printer,Office,North,9,7740,605.35
987,2024-08-20,Smartwatch,Electronics,West,9,3150,457.13
988,2023-12-31,Keyboard,Accessories,West,2,894,224.75
989,2022-10-09,Laptop,Electronics,North,8,7544,1219.73
990,2024-03-01,Keyboard,Accessories,North,8,6360,1871.88
991,2022-03-19,Smartphone,Electronics,West,4,2428,485.75
992,2022-10-05,Headphones,Accessories,South,2,574,38.52
993,2023-04-25,Keyboard,Accessories,West,6,6744,660.47
994,2023-09-11,Headphones,Accessories,North,6,798,213.4
995,2023-01-13,Printer,Office,North,5,2860,339.0
996,2022-04-03,Printer,Office,South,5,5410,1129.77
997,2023-02-26,Laptop,Electronics,West,5,4445,580.15
998,2024-11-03,Smartwatch,Electronics,South,8,7536,1197.09
999,2023-09-26,Monitor,Accessories,North,7,4165,263.26
1000,2024-02-19,Laptop,Electronics,East,3,3021,763.99
1001,2024-04-29,Keyboard,Accessories,North,2,310,70.66
1002,2024-05-15,Headphones,Accessories,South,2,2170,522.0
1003,2024-10-22,Tablet,Electronics,West,3,2832,317.76
1004,2022-07-31,Smartwatch,Electronics,West,5,3945,392.09
1005,2022-09-10,Tablet,Electronics,South,4,2104,308.0
1006,2022-08-24,Monitor,Accessories,South,2,2060,517.64
1007,2024-06-23,Printer,Office,North,4,1060,155.78
1008,2023-01-13,Smartwatch,Electronics,South,6,810,108.61
1009,2022-09-23,Laptop,Electronics,West,3,873,57.42
1010,2022-02-08,Tablet,Electronics,West,5,595,121.11
1011,2022-12-18,Laptop,Electronics,West,2,1562,119.56
1012,2022-01-25,Smartwatch,Electronics,East,9,5337,1575.99
1013,2022-12-09,Printer,Office,North,2,212,13.4
1014,2023-06-14,Printer,Office,East,8,2704,705.74
1015,2024-05-31,Laptop,Electronics,North,5,3225,523.32
1016,2023-08-07,Monitor,Accessories,North,2,1342,184.59
1017,2022-07-13,Mouse,Accessories,South,7,3395,1012.78
1018,2024-12-01,Smartwatch,Electronics,East,4,3968,480.72
1019,2024-04-12,Smartphone,Electronics,West,5,4555,776.65
1020,2022-02-26,Tablet,Electronics,West,2,2132,365.44
1021,2022-03-31,Mouse,Accessories,West,6,6516,842.83
1022,2023-08-17,Smartwatch,Electronics,North,2,2040,481.15
1023,2024-09-23,Mouse,Accessories,East,6,6126,428.38
1024,2022-09-11,Smartwatch,Electronics,West,8,520,30.58
1025,2023-01-01,Camera,Electronics,South,5,4470,526.96
1026,2024-07-12,Smartwatch,Electronics,West,8,5504,1196.78
1027,2022-01-11,Headphones,Accessories,West,4,3036,511.69
1028,2024-10-05,Smartwatch,Electronics,East,5,2725,308.29
1029,2024-09-16,Printer,Office,North,8,4080,336.96
1030,2024-05-23,Keyboard,Accessories,North,8,3080,776.6
1031,2023-06-08,Smartwatch,Electronics,North,5,1525,413.75
1032,2022-07-16,Monitor,Accessories,South,4,1332,342.85
1033,2023-07-24,Smartphone,Electronics,South,7,4669,803.21
1034,2022-03-12,Smartwatch,Electronics,West,6,5310,1099.84
1035,2023-01-12,Camera,Electronics,East,8,9392,2651.84
1036,2022-11-03,Monitor,Accessories,South,5,1350,198.19
1037,2024-03-14,Monitor,Accessories,North,4,3648,768.61
1038,2023-07-27,Printer,Office,North,2,300,47.59
1039,2022-08-14,Smartphone,Electronics,North,3,3408,727.26
1040,2024-11-17,Keyboard,Accessories,South,9,4302,475.96
1041,2024-05-13,Keyboard,Accessories,South,5,4575,771.24
1042,2022-10-21,Laptop,Electronics,East,8,9304,1855.7
1043,2024-04-15,Monitor,Accessories,East,4,1928,232.48
1044,2023-01-17,Printer,Office,East,2,1042,86.24
1045,2023-11-28,Tablet,Electronics,East,3,2214,507.7
1046,2024-05-03,Keyboard,Accessories,South,4,3024,678.26
1047,2023-08-11,Camera,Electronics,East,2,1104,173.01
1048,2022-07-26,Mouse,Accessories,East,8,6056,1631.71
1049,2023-02-07,Mouse,Accessories,South,5,5295,1375.98
1050,2022-01-19,Smartphone,Electronics,North,4,3668,839.4
1051,2023-06-30,Printer,Office,South,9,4293,295.47
1052,2022-08-19,Mouse,Accessories,North,7,5789,950.45
1053,2023-08-27,Smartwatch,Electronics,North,6,4440,800.92
1054,2022-03-10,Printer,Office,South,5,5515,330.02
1055,2024-10-12,Camera,Electronics,North,4,784,192.77
1056,2024-06-15,Laptop,Electronics,East,4,576,156.59
1057,2024-09-09,Smartwatch,Electronics,West,5,705,198.62
1058,2023-09-24,Keyboard,Accessories,North,6,4458,1215.3
1059,2022-08-25,Smartphone,Electronics,East,6,6780,811.92
1060,2023-10-01,Smartwatch,Electronics,North,5,3970,642.7
1061,2023-01-08,Monitor,Accessories,North,7,5131,368.11
1062,2022-10-02,Laptop,Electronics,East,7,1750,90.21
1063,2022-02-11,Tablet,Electronics,East,7,8337,753.35
1064,2022-09-15,Keyboard,Accessories,East,9,9810,549.46
1065,2024-01-28,Keyboard,Accessories,East,3,2658,794.36
1066,2022-07-23,Printer,Office,West,1,473,43.65
1067,2022-01-14,Tablet,Electronics,North,9,2205,410.01
1068,2023-06-13,Smartphone,Electronics,South,9,6948,1409.3
1069,2022-09-09,Tablet,Electronics,North,3,774,212.02
1070,2023-12-26,Tablet,Electronics,North,3,2532,343.13
1071,2024-11-16,Laptop,Electronics,West,7,6587,1173.91
1072,2024-04-01,Smartphone,Electronics,East,7,7266,806.79
1073,2024-11-27,Smartphone,Electronics,East,7,6867,502.06
1074,2023-07-01,Camera,Electronics,South,9,4887,396.36
1075,2023-02-13,Mouse,Accessories,West,4,864,251.99
1076,2023-11-09,Smartphone,Electronics,East,6,5190,1215.07
1077,2022-05-20,Keyboard,Accessories,South,8,2128,294.45
1078,2024-06-26,Mouse,Accessories,East,2,1718,218.82
1079,2022-05-02,Smartphone,Electronics,North,2,1270,229.39
1080,2023-05-18,Keyboard,Accessories,East,7,2569,130.19
1081,2022-02-14,Printer,Office,South,2,1518,262.65
1082,2022-11-22,Headphones,Accessories,South,2,1210,268.37
1083,2022-03-15,Mouse,Accessories,East,2,1128,94.13
1084,2023-08-23,Headphones,Accessories,North,1,1077,77.97
1085,2023-12-18,Keyboard,Accessories,East,6,2244,517.47
1086,2022-09-16,Mouse,Accessories,West,8,1608,464.18
1087,2024-12-15,Camera,Electronics,West,5,3685,476.2
1088,2024-04-25,Camera,Electronics,North,8,4080,1079.49
1089,2024-02-09,Monitor,Accessories,North,1,404,84.4
1090,2023-04-19,Keyboard,Accessories,South,2,1738,163.38
1091,2023-01-31,Printer,Office,West,3,828,210.33
1092,2023-11-24,Mouse,Accessories,North,4,4344,461.72
1093,2023-10-02,Tablet,Electronics,North,1,1130,268.88
1094,2024-04-18,Headphones,Accessories,North,3,1698,304.91
1095,2023-06-27,Tablet,Electronics,East,4,844,136.02
1096,2023-02-20,Printer,Office,West,2,2286,218.18
1097,2023-12-12,Camera,Electronics,East,2,1026,170.31
1098,2023-10-04,Laptop,Electronics,West,6,6984,1433.65
1099,2022-02-18,Monitor,Accessories,West,4,1672,432.35
1100,2023-01-08,Laptop,Electronics,North,6,1092,63.98
1101,2024-04-01,Headphones,Accessories,South,2,272,24.71
1102,2023-11-12,Headphones,Accessories,West,2,1126,204.99
1103,2023-10-22,Mouse,Accessories,West,7,8155,2177.38
1104,2023-03-29,Smartwatch,Electronics,East,7,4298,358.38
1105,2022-12-17,Smartphone,Electronics,East,5,1365,310.66
1106,2024-11-28,Camera,Electronics,West,6,4116,381.35
1107,2022-04-07,Headphones,Accessories,South,8,904,181.45
1108,2024-12-05,Smartwatch,Electronics,South,1,70,10.64
1109,2023-09-03,Keyboard,Accessories,East,2,344,72.87
1110,2023-08-19,Printer,Office,East,1,330,78.52
1111,2024-08-17,Headphones,Accessories,South,2,518,34.22
1112,2022-08-18,Mouse,Accessories,North,9,2763,458.4
1113,2022-03-26,Smartwatch,Electronics,North,2,2298,343.53
1114,2024-10-02,Monitor,Accessories,South,1,436,73.89
1115,2022-09-28,Mouse,Accessories,East,6,1824,213.47
1116,2024-05-12,Laptop,Electronics,North,5,1540,411.83
1117,2023-03-14,Tablet,Electronics,East,7,5572,385.82
1118,2023-09-21,Monitor,Accessories,East,6,3030,335.71
1119,2024-05-02,Monitor,Accessories,West,5,1245,345.84
1120,2022-01-31,Tablet,Electronics,South,4,1252,326.69
1121,2024-06-04,Camera,Electronics,North,9,4959,479.28
1122,2023-02-16,Monitor,Accessories,West,7,8162,443.81
1123,2023-05-26,Monitor,Accessories,East,5,1370,253.92
1124,2023-12-28,Tablet,Electronics,North,3,3111,607.23
1125,2022-10-10,Mouse,Accessories,South,7,7805,1078.03
1126,2024-04-21,Smartphone,Electronics,South,9,10314,2729.6
1127,2023-09-29,Keyboard,Accessories,South,9,10782,2730.14
1128,2024-10-22,Monitor,Accessories,West,5,4375,987.96
1129,2023-07-31,Monitor,Accessories,North,5,2265,595.05
1130,2022-04-15,Laptop,Electronics,East,1,166,9.69
1131,2024-04-24,Headphones,Accessories,North,7,7217,1481.7
1132,2022-01-16,Tablet,Electronics,East,3,1767,186.54
1133,2023-12-06,Laptop,Electronics,East,3,2883,557.81
1134,2024-09-04,Smartwatch,Electronics,South,3,1338,396.08
1135,2024-08-24,Printer,Office,East,9,9459,604.06
1136,2022-06-10,Printer,Office,North,3,168,45.31
1137,2022-10-03,Smartphone,Electronics,South,9,4536,479.78
1138,2022-02-25,Mouse,Accessories,East,4,4404,793.7
1139,2023-08-18,Monitor,Accessories,North,4,1952,148.67
1140,2022-12-23,Mouse,Accessories,North,3,2004,467.76
1141,2022-06-30,Keyboard,Accessories,South,4,468,131.48
1142,2024-11-10,Smartphone,Electronics,West,9,8667,1597.49
1143,2024-02-24,Printer,Office,West,7,6097,567.32
1144,2022-04-11,Headphones,Accessories,South,9,4752,1415.65
1145,2023-05-10,Keyboard,Accessories,East,1,1172,124.9
1146,2022-05-20,Keyboard,Accessories,North,2,1608,170.29
1147,2023-05-21,Printer,Office,South,7,7595,969.07
1148,2024-07-17,Smartwatch,Electronics,West,1,1142,306.84
1149,2024-11-18,Keyboard,Accessories,North,2,116,13.67
1150,2022-06-06,Smartphone,Electronics,East,9,3951,908.13
1151,2023-12-21,Keyboard,Accessories,East,2,1606,138.96
1152,2022-11-16,Headphones,Accessories,South,3,2025,403.0
1153,2023-07-24,Smartwatch,Electronics,West,2,2006,235.52
1154,2024-06-05,Camera,Electronics,South,9,9423,652.06
1155,2022-08-24,Laptop,Electronics,North,4,2276,399.94
1156,2022-08-22,Monitor,Accessories,West,5,4880,664.06
1157,2024-11-18,Laptop,Electronics,East,3,1773,183.15
1158,2023-01-21,Smartwatch,Electronics,South,9,2718,195.97
1159,2022-11-07,Headphones,Accessories,East,4,3168,939.45
1160,2022-01-31,Camera,Electronics,West,2,1716,368.06
1161,2024-02-07,Smartphone,Electronics,West,2,214,14.08
1162,2024-06-04,Camera,Electronics,East,2,2092,366.12
1163,2024-03-21,Headphones,Accessories,West,3,225,46.96
1164,2023-03-26,Smartwatch,Electronics,East,1,859,217.67
1165,2022-04-10,Printer,Office,West,2,2070,183.41
1166,2024-06-10,Keyboard,Accessories,South,6,3240,758.19
1167,2022-10-08,Tablet,Electronics,East,2,1748,506.52
1168,2023-07-06,Mouse,Accessories,West,8,2080,108.48
1169,2022-06-18,Smartwatch,Electronics,North,3,2193,521.14
1170,2023-06-08,Headphones,Accessories,West,5,2080,614.77
1171,2022-05-13,Mouse,Accessories,South,5,5070,986.39
1172,2024-03-08,Laptop,Electronics,South,7,469,47.4
1173,2023-10-08,Printer,Office,South,1,802,153.55
1174,2024-12-31,Smartphone,Electronics,West,6,930,213.6
1175,2022-03-11,Smartwatch,Electronics,South,1,495,55.17
1176,2024-08-01,Monitor,Accessories,East,6,4938,847.89
1177,2022-08-21,Tablet,Electronics,South,2,1300,267.46
1178,2024-12-11,Mouse,Accessories,South,7,2100,131.67
1179,2024-03-13,Camera,Electronics,South,2,2248,636.52
1180,2023-12-05,Headphones,Accessories,North,8,7096,991.23
1181,2022-05-13,Headphones,Accessories,East,3,1992,252.21
1182,2022-01-29,Camera,Electronics,South,4,4056,1189.26
1183,2022-12-22,Camera,Electronics,East,2,1986,208.88
1184,2024-04-07,Printer,Office,East,3,1635,196.73
1185,2022-03-05,Smartwatch,Electronics,East,9,3132,443.27
1186,2023-05-21,Smartphone,Electronics,South,8,7064,1554.52
1187,2024-03-16,Camera,Electronics,East,1,907,249.2
1188,2023-01-14,Mouse,Accessories,South,9,7938,1191.41
1189,2023-11-11,Printer,Office,South,4,4360,1207.46
1190,2024-08-19,Keyboard,Accessories,West,3,375,95.04
1191,2022-09-24,Monitor,Accessories,North,7,826,101.01
1192,2023-11-04,Headphones,Accessories,East,1,1011,186.42
1193,2023-09-09,Mouse,Accessories,East,3,807,148.58
1194,2024-12-17,Headphones,Accessories,North,2,1840,367.7
1195,2022-02-07,Keyboard,Accessories,West,5,4550,1039.34
1196,2024-01-07,Smartphone,Electronics,North,9,8793,901.7
1197,2024-07-09,Headphones,Accessories,North,5,310,32.01
1198,2023-11-28,Headphones,Accessories,East,3,1143,275.04
1199,2022-03-10,Monitor,Accessories,West,3,2610,740.21
1200,2022-07-31,Tablet,Electronics,West,6,1494,269.25
1201,2023-07-05,Smartphone,Electronics,North,4,1524,189.32
1202,2023-11-21,Tablet,Electronics,North,9,9441,2171.42
1203,2022-06-18,Smartphone,Electronics,South,4,3520,417.26
1204,2023-03-29,Tablet,Electronics,West,2,390,103.99
1205,2024-01-27,Printer,Office,South,3,3219,255.09
1206,2024-09-29,Laptop,Electronics,North,1,450,75.89
1207,2023-08-12,Smartwatch,Electronics,South,4,828,216.98
1208,2022-01-17,Printer,Office,East,1,1146,152.79
1209,2024-07-09,Monitor,Accessories,West,3,1986,361.33
1210,2023-03-21,Smartwatch,Electronics,North,8,7264,1776.83
1211,2023-06-08,Laptop,Electronics,East,7,7469,915.63
1212,2024-03-19,Laptop,Electronics,South,5,1385,165.55
1213,2023-03-13,Tablet,Electronics,North,4,4556,315.07
1214,2024-02-08,Monitor,Accessories,North,3,456,61.42
1215,2024-11-15,Monitor,Accessories,North,2,1984,125.13
1216,2024-09-17,Smartwatch,Electronics,North,6,5178,1321.58
1217,2023-05-11,Smartwatch,Electronics,West,1,281,30.51
1218,2024-11-26,Monitor,Accessories,South,9,3033,177.92
1219,2022-03-27,Camera,Electronics,East,3,1107,65.88
1220,2022-04-10,Mouse,Accessories,South,3,1446,356.7
1221,2024-07-27,Printer,Office,North,3,1335,263.04
1222,2023-01-23,Mouse,Accessories,South,2,266,20.11
1223,2024-04-22,Smartphone,Electronics,West,6,648,162.3
1224,2023-03-15,Tablet,Electronics,South,2,344,80.87
1225,2024-05-25,Smartphone,Electronics,West,6,5724,1640.19
1226,2022-03-16,Headphones,Accessories,East,5,4920,323.38
1227,2023-01-07,Camera,Electronics,West,5,5440,457.04
1228,2024-04-25,Smartphone,Electronics,West,7,7994,908.65
1229,2023-10-23,Camera,Electronics,South,9,3780,724.36
1230,2023-05-27,Smartphone,Electronics,North,1,1017,209.97
1231,2023-01-31,Smartphone,Electronics,West,6,1578,82.85
1232,2023-10-09,Smartphone,Electronics,South,2,912,161.37
1233,2024-04-29,Laptop,Electronics,West,6,2520,182.59
1234,2024-12-06,Mouse,Accessories,East,8,2632,262.55
1235,2023-07-10,Monitor,Accessories,West,6,6582,729.68
1236,2024-01-16,Camera,Electronics,East,8,3432,172.69
1237,2023-09-10,Keyboard,Accessories,South,2,1030,254.65
1238,2022-10-13,Mouse,Accessories,West,8,1192,289.91
1239,2024-07-24,Printer,Office,West,9,7083,994.47
1240,2022-02-22,Printer,Office,South,7,3675,227.14
1241,2023-10-30,Monitor,Accessories,North,4,4740,833.27
1242,2024-04-14,Headphones,Accessories,East,4,1716,364.96
1243,2023-02-07,Printer,Office,South,7,3528,260.06
1244,2022-06-22,Camera,Electronics,South,3,777,71.72
1245,2022-04-29,Camera,Electronics,East,4,3368,558.93
1246,2022-10-11,Tablet,Electronics,North,4,4240,251.46
1247,2022-04-15,Laptop,Electronics,South,3,3285,292.87
1248,2023-01-14,Smartphone,Electronics,South,6,4872,612.73
1249,2022-08-24,Smartphone,Electronics,East,9,2466,638.41
1250,2024-10-26,Tablet,Electronics,West,5,2465,497.19
1251,2023-05-15,Tablet,Electronics,North,3,612,40.15
1252,2022-10-25,Tablet,Electronics,South,5,4170,658.98
1253,2023-03-13,Camera,Electronics,South,8,1088,160.33
1254,2024-07-30,Keyboard,Accessories,West,2,1626,354.49
1255,2023-11-06,Smartphone,Electronics,North,6,6486,359.49
1256,2022-12-14,Monitor,Accessories,West,8,6968,1226.22
1257,2024-01-03,Smartphone,Electronics,North,1,357,82.86
1258,2024-02-17,Laptop,Electronics,South,1,454,58.4
1259,2024-04-04,Tablet,Electronics,East,3,3582,501.47
1260,2024-06-25,Tablet,Electronics,West,9,3762,484.75
1261,2024-10-31,Smartwatch,Electronics,South,9,6642,394.48
1262,2024-09-25,Monitor,Accessories,West,4,408,45.2
1263,2024-03-08,Tablet,Electronics,West,1,105,25.26
1264,2024-05-04,Tablet,Electronics,West,3,2682,584.69
1265,2022-07-11,Keyboard,Accessories,East,7,497,76.31
1266,2022-08-19,Printer,Office,South,7,4823,420.58
1267,2024-10-01,Smartwatch,Electronics,North,8,4048,666.1
1268,2023-10-19,Printer,Office,South,7,2758,459.02
1269,2022-12-23,Smartphone,Electronics,North,8,4096,266.35
1270,2024-10-11,Printer,Office,North,8,7264,1318.0
1271,2022-04-09,Mouse,Accessories,East,6,4302,957.38
1272,2022-03-03,Printer,Office,North,7,3297,583.86
1273,2023-01-27,Printer,Office,North,5,5960,1139.78
1274,2024-01-22,Keyboard,Accessories,West,1,386,114.9
1275,2022-01-20,Printer,Office,West,1,684,170.36
1276,2022-06-15,Laptop,Electronics,South,3,1275,168.64
1277,2023-05-18,Mouse,Accessories,North,9,5949,368.51
1278,2023-02-06,Camera,Electronics,East,7,5159,755.22
1279,2022-07-01,Monitor,Accessories,North,4,1100,127.13
1280,2024-01-26,Mouse,Accessories,South,2,290,50.23
1281,2023-08-05,Smartwatch,Electronics,East,8,7144,492.1
1282,2022-08-09,Keyboard,Accessories,West,5,4200,330.48
1283,2022-02-08,Monitor,Accessories,North,6,5022,291.89
1284,2024-12-13,Smartphone,Electronics,West,2,2354,371.34
1285,2024-10-10,Smartphone,Electronics,South,2,2032,149.7
1286,2024-10-15,Printer,Office,South,8,9528,1942.35
1287,2024-05-25,Keyboard,Accessories,South,2,2372,275.88
1288,2022-02-14,Laptop,Electronics,West,3,2703,609.75
1289,2023-05-04,Laptop,Electronics,South,4,1264,267.82
1290,2024-05-21,Smartphone,Electronics,South,4,1624,333.74
1291,2023-05-14,Mouse,Accessories,West,8,2976,507.77
1292,2024-07-02,Headphones,Accessories,West,6,4998,863.82
1293,2024-04-18,Printer,Office,South,1,445,29.57
1294,2022-10-20,Printer,Office,West,1,98,28.57
1295,2022-08-22,Tablet,Electronics,North,7,4102,354.03
1296,2022-01-11,Printer,Office,North,1,1016,171.31
1297,2023-08-18,Headphones,Accessories,South,4,1960,234.88
1298,2024-09-15,Mouse,Accessories,West,7,2751,675.95
1299,2022-07-15,Smartphone,Electronics,East,7,4032,742.98
1300,2024-07-28,Smartphone,Electronics,West,7,5978,1791.25
1301,2023-12-16,Headphones,Accessories,West,7,8050,2129.97
1302,2024-05-24,Monitor,Accessories,East,7,4648,1240.98
1303,2022-06-14,Smartphone,Electronics,North,3,1119,108.68
1304,2023-06-14,Printer,Office,South,9,2178,382.67
1305,2024-12-11,Laptop,Electronics,East,1,918,180.31
1306,2023-02-05,Smartphone,Electronics,East,9,6903,837.35
1307,2023-08-21,Keyboard,Accessories,North,5,4855,534.23
1308,2023-12-18,Camera,Electronics,South,2,2158,483.94
1309,2023-04-13,Mouse,Accessories,North,7,4550,1077.8
1310,2023-09-24,Tablet,Electronics,West,4,3592,249.54
1311,2022-12-19,Tablet,Electronics,South,8,3488,943.25
1312,2022-05-21,Monitor,Accessories,North,2,1214,163.8
1313,2024-09-21,Mouse,Accessories,West,9,7200,1469.23
1314,2023-03-24,Laptop,Electronics,East,8,1808,339.31
1315,2022-12-29,Camera,Electronics,West,9,7083,560.88
1316,2024-06-05,Monitor,Accessories,East,4,1060,260.21
1317,2022-11-17,Smartwatch,Electronics,South,9,7182,461.61
1318,2024-05-07,Smartphone,Electronics,West,6,5532,552.74
1319,2024-08-23,Headphones,Accessories,South,8,1800,326.03
1320,2023-12-17,Headphones,Accessories,South,1,351,32.61
1321,2022-11-10,Smartwatch,Electronics,West,2,1200,191.43
1322,2023-12-01,Tablet,Electronics,South,9,1593,322.46
1323,2024-12-15,Monitor,Accessories,East,3,2580,448.02
1324,2022-03-12,Keyboard,Accessories,East,6,6780,1794.97
1325,2022-03-25,Smartphone,Electronics,South,2,1298,204.08
1326,2024-12-24,Smartwatch,Electronics,South,7,4585,383.97
1327,2023-04-16,Tablet,Electronics,North,1,516,70.53
1328,2024-05-14,Tablet,Electronics,West,4,1780,420.28
